zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,year,month,day,latitude,longitutde
98177,1,1.0,Rarely,Rarely,Rarely,Fairly Often,Rarely,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Not Sure,Illegal,Not Sure,Not Sure,Legal,Legal,Legal,Legal,Not Sure,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Female,43,2,Asian,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,0.491949338,2018,6,17,47.742239,-122.376608
98047,2,,Never,Never,Just Once,Rarely,Just Once,Completely Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Somewhat Acceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Legal,Illegal,Not Sure,Illegal,Legal,Not Sure,Legal,Not Sure,Not Sure,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Female,50,3,White,Associate's / Bachelor's,< $40K,No,Suburban,0.746812577,2018,6,17,47.261769,-122.248889
98125,1,1.0,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Threat,Not a Threat,Threat,Threat,Very Serious Threat,Not a Threat,Not a Threat,Threat,Illegal,Legal,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Legal,Legal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,70,4,White,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,0.61528162,2018,6,17,47.716513,-122.295829
98198,1,1.0,Never,Never,Never,Rarely,Never,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Not Sure,Illegal,Illegal,Illegal,Not Sure,Illegal,Not Sure,Illegal,Illegal,Not Sure,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,50,3,White,High School,$80K - $120K,Yes,Suburban,0.756265901,2018,6,17,47.391319,-122.314971
98101,1,5.0,Rarely,Never,Not Sure,Regularly,Just Once,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Legal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,51,3,White,High School,< $40K,Yes,Suburban,0.603876568,2018,6,17,47.610902,-122.336422
98125,1,1.0,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Not Sure,Illegal,Illegal,Illegal,Legal,Not Sure,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Female,39,2,Multiracial,Associate's / Bachelor's,$80K - $120K,No,Urban,0.491949338,2018,6,17,47.716513,-122.295829
98104,1,1.0,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Threat,Threat,Not a Threat,Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,21,1,Other,Master's Or Higher,< $40K,Yes,Urban,0.555738544,2018,6,17,47.601884,-122.329459
98122,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Illegal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Male,61,3,White,Associate's / Bachelor's,< $40K,No,Urban,0.599948481,2018,6,17,47.611046,-122.293207
98058,3,,Rarely,Never,Never,Never,Rarely,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Not a Threat,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Legal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Unlikely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Somewhat Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,36,2,White,Master's Or Higher,$80K - $120K,Yes,Suburban,0.610353954,2018,6,17,47.442737,-122.123973
98010,1,1.0,Never,Never,Never,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Legal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Male,26,1,Multiracial,High School,$40K - $80K,Yes,Urban,0.763773363,2018,6,17,47.31199,-122.000503
98118,1,3.0,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Not Sure,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Female,21,1,White,High School,$40K - $80K,No,Suburban,0.994759289,2018,6,17,47.540246,-122.268545
98003,1,1.0,Never,Never,Never,Rarely,Never,Somewhat Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Female,43,2,Black,Some College,$40K - $80K,Yes,Urban,1.284637437,2018,6,17,47.304801,-122.316969
98168,1,1.0,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Legal,Legal,Illegal,Illegal,Illegal,Not Sure,Not Sure,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Female,48,2,American Indian / Alaska Native,Some College,$80K - $120K,Yes,Urban,1.642569739,2018,6,17,47.489569,-122.29996
98058,1,1.0,Fairly Often,Rarely,Rarely,Rarely,Rarely,Completely Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Legal,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Female,35,2,White,Some College,$40K - $80K,Yes,Urban,0.617983378,2018,6,17,47.442737,-122.123973
98045,1,1.0,Just Once,Not Sure,Just Once,Rarely,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Not At All a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,Legal,Not Sure,Legal,Not Sure,Legal,Not Sure,Legal,Legal,Not Sure,Legal,Illegal,Illegal,Very Unlikely,Not Sure,Very Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,23,1,Black,Some College,< $40K,No,Urban,0.293376369,2018,6,17,47.388327,-121.606221
98166,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Not Sure,Illegal,Legal,Illegal,Legal,Legal,Illegal,Legal,Legal,Not Sure,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Male,74,4,White,Associate's / Bachelor's,< $40K,Yes,Suburban,0.6075906,2018,6,17,47.451576,-122.352986
98045,2,,Rarely,Never,Never,Fairly Often,Rarely,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,75,4,White,Some College,$40K - $80K,Yes,Rural,0.767491992,2018,6,17,47.388327,-121.606221
98033,2,,Rarely,Rarely,Rarely,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Threat,Very Serious Threat,Not a Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Not Sure,Legal,Legal,Not Sure,Legal,Illegal,Illegal,Somewhat Likely,Somewhat Likely,Very Unlikely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Male,25,1,White,Some College,$80K - $120K,Yes,Suburban,0.533364477,2018,6,17,47.675982,-122.193578
98034,1,1.0,Just Once,Rarely,Rarely,Rarely,Rarely,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Not a Threat,Threat,Very Serious Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Legal,Legal,Illegal,Illegal,Legal,Legal,Illegal,Legal,Legal,Legal,Legal,Legal,Legal,Very Unlikely,Very Unlikely,Somewhat Likely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Female,45,2,White,Associate's / Bachelor's,$40K - $80K,Yes,Suburban,0.765719225,2018,6,17,47.715769,-122.213748
98115,2,,Never,Never,Never,Fairly Often,Never,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Illegal,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,74,4,White,High School,< $40K,Yes,Suburban,0.769112058,2018,6,17,47.685746,-122.281589
98105,2,,Rarely,Just Once,Rarely,Never,Regularly,Somewhat Acceptable,Completely Accptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Not a Threat,Threat,Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Threat,Not Sure,Legal,Legal,Legal,Not Sure,Legal,Not Sure,Legal,Illegal,Illegal,Legal,Not Sure,Illegal,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Somewhat Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Female,25,1,White,Master's Or Higher,$40K - $80K,Yes,Urban,0.527640133,2018,6,17,47.659861,-122.284977
98125,1,1.0,Regularly,Fairly Often,Never,Regularly,Fairly Often,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Somewhat Unacceptable,Completely Accptable,Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not At All a Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Illegal,Somewhat Likely,Somewhat Likely,Very Likely,Somewhat Likely,Somewhat Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Female,29,1,White,High School,$80K - $120K,Yes,Urban,0.521126057,2018,6,17,47.716513,-122.295829
98011,1,1.0,Regularly,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Female,59,3,White,High School,< $40K,Yes,Suburban,0.576568044,2018,6,17,47.753344,-122.201952
98031,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Not Sure,Illegal,Not Sure,Illegal,Not Sure,Illegal,Not Sure,Illegal,Illegal,Not Sure,Not Sure,Not Sure,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,62,3,Asian,Some College,< $40K,Yes,Suburban,1.183395563,2018,6,17,47.405479,-122.195772
98003,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Threat,Not a Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Not Sure,Illegal,Legal,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Female,57,3,White,Associate's / Bachelor's,> $160K,Yes,Suburban,1.751599122,2018,6,17,47.304801,-122.316969
98072,2,,Fairly Often,Rarely,Never,Fairly Often,Rarely,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Threat,Threat,Very Serious Threat,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,Not Sure,Illegal,Illegal,Not Sure,Not Sure,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Very Unlikely,Somewhat Likely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Female,32,1,White,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,0.521126057,2018,6,17,47.760785,-122.130531
98115,1,1.0,Never,Never,Never,Never,Never,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Legal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Female,49,2,White,Some College,$40K - $80K,Yes,Urban,0.765719225,2018,6,17,47.685746,-122.281589
98001,1,1.0,Never,Never,Never,Fairly Often,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Female,55,3,Other,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,3.972094259,2018,6,17,47.310617,-122.263291
98115,1,6.0,Rarely,Rarely,Rarely,Rarely,Never,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,38,2,American Indian / Alaska Native,Associate's / Bachelor's,$40K - $80K,Yes,Urban,0.498098705,2018,6,17,47.685746,-122.281589
98010,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Illegal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Female,72,4,White,Some College,< $40K,Yes,Suburban,0.769112058,2018,6,17,47.31199,-122.000503
98042,2,,Just Once,Never,Never,Fairly Often,Never,Completely Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Legal,Illegal,Legal,Legal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Female,47,2,White,Master's Or Higher,$40K - $80K,Yes,Suburban,0.765719225,2018,6,17,47.367737,-122.117029
98052,1,1.0,Never,Never,Rarely,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Threat,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Threat,Not Sure,Legal,Legal,Illegal,Not Sure,Legal,Not Sure,Not Sure,Illegal,Illegal,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,57,3,White,Associate's / Bachelor's,$80K - $120K,Yes,Urban,0.607542766,2018,6,17,47.68099,-122.120531
